pnum,voicefil,voice,HNDE,HNEX,HNIN,HPEF,HPFO,HPRE,LNEY,LNSP,LNSW,LPAT,LPFO,LPGR,HN,HP,LN,LP,form_smean,form_svar,form_rmean,form_rvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,ptype,hilo_actual,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,LPr,LNr,newpster,vsex,feelpower,Zsub_form_smean,Zsub_form_svar,Zsub_form_rmean,Zsub_form_rvar,Zsub_intense_smean,Zsub_intense_svar,Zsub_intense_rmean,Zsub_intense_rvar,Zsub_pitch_smean,Zsub_pitch_svar,Zsub_pitch_rmean,Zsub_pitch_rvar
23,f114_power.wav,114,4,1,4,5,7,7,3,1,2,6,6,7,3,6.33,2,6.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,1.67,6,4.25,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
24,f114_power.wav,114,2,2,2,2,5,2,5,4,3,6,6,6,2,3,4,6,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,2,4,2.75,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
26,f114_power.wav,114,4,4,4,4,4,4,3,3,4,5,4,5,4,4,3.33,4.67,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,3.33,4.67,4,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
27,f114_power.wav,114,5,5,6,4,4,3,5,3,4,1,4,3,5.33,3.67,4,2.67,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,5.33,4,4.5825,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
28,f114_power.wav,114,7,7,7,3,1,1,1,1,1,1,1,3,7,1.67,1,1.67,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,6.33,7,5.5,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
29,f114_power.wav,114,3,6,5,4,3,4,3,3,4,3,4,2,4.67,3.67,3.33,3,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,5,4.67,4.5025,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
32,f114_power.wav,114,2,3,1,4,3,3,3,4,6,6,5,6,2,3.33,4.33,5.67,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,2.33,3.67,2.8325,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
33,f114_power.wav,114,4,5,4,3,4,3,5,4,4,3,5,4,4.33,3.33,4.33,4,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4,3.67,3.8325,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
35,f114_power.wav,114,4,4,4,2,5,2,2,3,4,2,4,4,4,3,3,3.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4.67,5,4.1675,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
38,f114_power.wav,114,4,2,2,2,4,3,6,4,4,4,4,5,2.67,3,4.67,4.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,3.67,3.33,3.1675,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
39,f114_power.wav,114,2,2,2,2,3,5,6,4,3,3,5,4,2,3.33,4.33,4,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4,3.67,3.25,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
40,f114_power.wav,114,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2.67,2.67,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,5.33,5.33,4.165,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
41,f114_power.wav,114,2,3,2,4,4,3,5,5,5,6,4,3,2.33,3.67,5,4.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,3.67,3,3.1675,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
42,f114_power.wav,114,3,3,3,1,3,1,3,2,1,3,1,2,3,1.67,2,2,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,6,6,4.1675,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
45,f114_power.wav,114,2,5,4,1,1,1,6,4,1,2,3,1,3.67,1,3.67,2,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,6,4.33,3.75,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
47,f114_power.wav,114,4,2,3,4,1,5,5,2,4,4,3,3,3,3.33,3.67,3.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4.67,4.33,3.8325,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
48,f114_power.wav,114,4,6,6,5,5,2,1,1,1,4,2,3,5.33,4,1,3,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,5,7,5.3325,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
49,f114_power.wav,114,3,2,3,4,4,4,5,6,5,5,4,3,2.67,4,5.33,4,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4,2.67,3.335,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
50,f114_power.wav,114,4,5,5,4,3,4,2,2,2,4,4,3,4.67,3.67,2,3.67,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4.33,6,4.6675,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
51,f114_power.wav,114,5,4,3,2,4,3,4,2,6,4,3,3,4,3,4,3.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4.67,4,3.9175,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
52,f114_power.wav,114,3,4,3,4,5,4,4,3,3,4,5,4,3.33,4.33,3.33,4.33,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,3.67,4.67,4,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
54,f114_power.wav,114,6,6,5,4,4,3,4,4,2,4,4,4,5.67,3.67,3.33,4,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4,4.67,4.5025,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
55,f114_power.wav,114,3,4,3,3,3,2,3,6,3,4,4,4,3.33,2.67,4,4,1092.170241,35468.75081,1280.9052,66704.24935,56.37679355,229.0790465,52.8311309,191.8689495,185.7797237,1687.796565,170.7899205,742.0682068,STATUS,hi,-31.07975873,-5896.739195,-2.404029852,30.56111135,29.87535774,222.9565647,4,4,3.5,F,5,-0.814526,-0.626395,-0.675935,1.134869,-0.705921,1.123816,-1.068739,-0.086234,-0.653014,-0.396612,-0.811686,-1.655194
1,f116_power.wav,116,6,5,2,5,5,2,3,3,2,3,4,4,4.33,4,2.67,3.67,1161.632364,33235.07133,1313.802129,49223.95045,61.074369,197.444282,58.495862,206.066985,212.904911,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4.33,5.33,4.4975,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
2,f116_power.wav,116,3,4,4,3,5,3,2,5,6,3,4,4,3.67,3.67,4.33,3.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4.33,3.67,3.835,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
3,f116_power.wav,116,1,3,1,3,3,5,5,6,7,4,7,5,1.67,3.67,6,5.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,2.67,2,2.5025,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
5,f116_power.wav,116,6,6,4,6,6,6,2,2,2,6,6,6,5.33,6,2,6,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,2,6,4.8325,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
6,f116_power.wav,116,2,6,1,7,7,7,1,1,1,7,7,7,3,7,1,7,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,1,7,4.5,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
7,f116_power.wav,116,3,5,6,3,3,4,4,5,5,5,3,4,4.67,3.33,4.67,4,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4,3.33,3.8325,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
9,f116_power.wav,116,4,3,4,4,3,5,5,3,5,2,2,6,3.67,4,4.33,3.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4.67,3.67,4.0025,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
10,f116_power.wav,116,3,1,2,1,5,3,6,5,6,3,4,3,2,3,5.67,3.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4.67,2.33,3,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
11,f116_power.wav,116,5,6,4,4,4,4,6,2,4,4,6,3,5,4,4,4.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3.67,4,4.1675,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
12,f116_power.wav,116,1,1,2,2,2,1,1,2,6,5,5,5,1.33,1.67,3,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,5,2.75,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
14,f116_power.wav,116,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,5,5,4,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
16,f116_power.wav,116,5,5,5,4,5,4,5,4,4,5,5,5,5,4.33,4.33,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,3.67,4,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
18,f116_power.wav,116,1,2,1,6,6,4,6,5,6,6,6,6,1.33,5.33,5.67,6,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,2,2.33,2.7475,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
19,f116_power.wav,116,2,3,1,3,7,1,4,4,5,7,7,7,2,3.67,4.33,7,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,1,3.67,2.585,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
23,f116_power.wav,116,2,3,1,6,5,5,4,3,2,4,5,6,2,5.33,3,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,5,3.8325,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
24,f116_power.wav,116,6,6,2,3,6,4,5,2,1,5,5,5,4.67,4.33,2.67,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,5.33,4.3325,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
26,f116_power.wav,116,6,4,3,4,6,4,2,4,4,4,4,5,4.33,4.67,3.33,4.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3.67,4.67,4.335,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
27,f116_power.wav,116,5,3,5,5,5,4,2,3,2,6,5,6,4.33,4.67,2.33,5.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,2.33,5.67,4.25,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
28,f116_power.wav,116,5,3,6,4,6,4,5,5,5,4,4,4,4.67,4.67,5,4,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4,3,4.085,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
29,f116_power.wav,116,4,5,4,5,5,5,3,4,3,5,6,4,4.33,5,3.33,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,4.67,4.25,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
32,f116_power.wav,116,3,3,5,4,4,3,5,5,5,4,5,5,3.67,3.67,5,4.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3.33,3,3.4175,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
33,f116_power.wav,116,4,3,3,3,5,5,5,3,4,4,5,4,3.33,4.33,4,4.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3.67,4,3.8325,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
35,f116_power.wav,116,1,2,1,2,4,2,7,7,7,4,6,3,1.33,2.67,7,4.33,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3.67,1,2.1675,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
38,f116_power.wav,116,5,5,5,5,5,5,3,3,4,5,5,5,5,5,3.33,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,4.67,4.4175,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
39,f116_power.wav,116,1,3,3,2,5,4,5,4,3,3,2,3,2.33,3.67,4,2.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,5.33,4,3.8325,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
40,f116_power.wav,116,4,4,4,4,4,4,4,3,5,3,4,4,4,4,4,3.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4.33,4,4.0825,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
41,f116_power.wav,116,2,2,1,4,5,3,2,4,5,6,6,5,1.67,4,3.67,5.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,2.33,4.33,3.0825,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
42,f116_power.wav,116,4,3,3,7,5,5,3,3,5,3,3,5,3.33,5.67,3.67,3.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4.33,4.33,4.415,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
45,f116_power.wav,116,5,4,2,6,7,6,1,1,1,7,7,7,3.67,6.33,1,7,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,1,7,4.5,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
47,f116_power.wav,116,6,4,2,6,3,6,4,1,2,5,6,4,4,5,2.33,5,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,3,5.67,4.4175,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
48,f116_power.wav,116,2,1,1,4,7,2,4,5,7,6,7,7,1.33,4.33,5.33,6.67,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,1.33,2.67,2.415,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
49,f116_power.wav,116,3,3,2,3,3,5,2,3,6,4,4,4,2.67,3.67,3.67,4,1161.632364,33235.07133,1313.802129,49223.95045,61.0743689,197.4442821,58.49586174,206.0669846,212.9049111,1896.757578,196.789912,2048.655769,BATNA,lo,38.38236379,-8130.418671,2.2935455,-1.073653021,57.00054512,431.9175776,4,4.33,3.6675,F,2,0.087697,-0.841651,0.242232,-0.974727,0.642174,0.362804,0.602164,0.218927,0.874477,-0.127272,0.522486,0.139424
