voice,form_smean,form_svar,form_rmean,form_rvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,pow,age,sex,race,native,feelpower,plev,vsex,pitch_rmeanMD,pitch_rvarMD,intense_rmeanMD,intense_rvarMD,formant_rmeanMD,formant_rvarMD,pitch_smeanMD,pitch_svarMD,intense_smeanMD,intense_svarMD,formant_smeanMD,formant_svarMD,Zpitch_rmean,Zpitch_rvar,Zform_rmean,Zform_rvar,Zintense_rmean,Zintense_rvar,Zpitch_smean,Zpitch_svar,Zform_smean,Zform_svar,Zintense_smean,Zintense_svar
129,1118.25821,31695.20706,1378.58162,57424.13901,57.85597991,162.1841922,52.64554121,201.0849649,181.2062122,1208.197032,167.2552994,1435.806603,2,20,F,B,Y,3,-1,1,17.68529938,-316.643397,-4.81445879,18.33496485,85.9716198,-6706.460991,24.12621219,-329.4429681,-1.164020088,-27.94580776,-11.01178977,-11216.91294,-0.989144288,-0.674564991,1.829503887,-0.121459358,-1.040717808,0.239800339,-0.708277813,-1.101513378,-0.437668115,-0.954813851,-0.318225311,-0.442732941
130,1136.742884,42873.86957,1330.820577,53296.86846,60.8485152,203.7771335,56.91789559,277.8645561,192.665995,1473.084003,182.5184226,2068.837645,4,21,F,C,Y,5,1,1,32.9484226,316.387645,-0.542104409,95.11455606,38.21057747,-10833.73154,35.58599499,-64.55599675,1.8285152,13.64713346,7.472883952,-38.25042957,-0.190457807,0.122094436,0.733772643,-0.565708969,0.135735028,1.888379915,-0.158421742,-0.743807003,-0.217836389,0.018768949,0.456690412,0.540959139
131,1159.907039,40384.16212,1328.632555,55640.75941,61.14927034,116.6930037,59.37563389,180.297936,214.7607655,1324.692823,225.5618098,1689.58995,3,20,F,A,Y,4,-1,1,75.99180983,-62.86005046,1.915633894,-2.452064036,36.02255502,-8489.840589,57.68076546,-212.9471772,2.129270336,-73.43699626,30.63703917,-2527.957882,2.061910271,-0.355182714,0.68357515,-0.313418107,0.812507818,-0.206530134,0.901715599,-0.944196139,0.057646765,-0.198067041,0.534570825,-1.518620352
132,1121.484236,30474.42919,1281.518211,48739.64169,55.66303039,172.0775028,54.56035609,140.3794182,178.7237347,1578.652314,169.7552054,2245.82848,3,20,F,A,Y,6,1,1,20.1852054,493.3784797,-2.899643914,-42.37058178,-11.09178872,-15390.95831,21.64373465,41.01231394,-3.356969611,-18.05249719,-7.785763713,-12437.69081,-0.858329571,0.344834567,-0.397319569,-1.056238047,-0.513446615,-1.06364401,-0.827390485,-0.601246357,-0.399302121,-1.061135009,-0.886088645,-0.208751622
133,1093.603985,40286.97923,1253.348141,73475.39894,58.26470505,114.0958868,55.93377149,143.9431572,163.5712549,1605.036671,168.7038053,1389.838484,4,20,F,B,Y,4,-1,1,19.13380534,-362.6115161,-1.526228507,-38.80684283,-39.26185866,9344.798942,6.491254876,67.39667124,-0.755294949,-76.03411318,-35.66601475,-2625.14077,-0.91334708,-0.732415133,-1.043595786,1.606260183,-0.135257376,-0.987124883,-1.554427213,-0.565616622,-0.730872144,-0.206530986,-0.212386113,-1.580043355
134,1309.359171,44195.34978,1330.541719,50110.4395,59.01752302,161.6312954,56.72842211,169.179364,194.3432994,2091.641984,194.8334238,1947.866328,2,19,F,A,N,6,1,1,45.26342384,195.4163284,-0.731577891,-13.57063596,37.93171918,-14020.1605,37.26329936,554.0019839,-0.002476984,-28.49870457,180.0891709,1283.229783,0.453959778,-0.030146028,0.727375091,-0.908688623,0.083560841,-0.445263504,-0.077942382,0.091500719,1.835028422,0.133860572,-0.017444225,-0.455809203
135,1103.422307,39821.68047,1299.307427,61906.30871,63.60193578,192.076817,57.1649824,169.8141739,198.7558715,1282.606689,186.3797826,841.2955374,4,21,F,X,Y,3,-1,1,36.80978265,-911.1544626,-0.295017597,-12.93582613,6.697426522,-2224.291291,41.6758715,-255.0333105,4.581935781,1.946817029,-25.84769292,-3090.43953,0.011598878,-1.422747645,0.010799643,0.360990756,0.203773855,-0.43163313,0.133778871,-1.001029731,-0.614106295,-0.247055232,1.169687485,0.264241305
136,1084.390141,28131.54412,1256.149693,53457.8947,58.09812798,176.0623574,58.06170882,201.8278517,172.9367992,2586.878804,170.6606884,2254.788034,4,19,F,A,N,4,-1,1,21.09068836,502.3380338,0.601708822,19.07785174,-36.46030694,-10672.7053,15.85679923,1049.238804,-0.921872017,-14.06764264,-44.87985939,-14780.57588,-0.810947591,0.356110022,-0.979322739,-0.548376486,0.45070008,0.255751299,-1.105055571,0.760274145,-0.840449159,-1.265183803,-0.255521172,-0.114507989
137,1271.585747,74550.6148,1274.609005,68791.52964,62.2531326,185.0336727,61.16317355,213.2412709,211.9784397,2780.430596,211.5468831,3203.525173,4,18,F,C,Y,3,-1,1,61.97688306,1451.075173,3.703173552,30.49127089,-18.00099527,4660.929642,54.89843972,1242.790596,3.233132603,-5.096327334,142.315747,31638.4948,1.328539231,1.550080516,-0.555830211,1.102099603,1.304731991,0.500815507,0.7682158,1.021648683,1.385802372,2.777590436,0.820415483,0.09766772
138,1185.302314,35262.16815,1333.98688,41753.39085,58.05710636,274.6513902,55.55545521,241.7173013,215.7746061,1120.621743,193.3030254,1891.778686,1,21,F,B,Y,5,1,1,43.73302542,139.3286859,-1.904544786,58.96730127,41.37687973,-22377.20915,58.6946061,-417.0182575,-0.962893637,84.52139018,56.03231374,-7649.951848,0.373877314,-0.100731428,0.806413778,-1.808221514,-0.239432082,1.112241034,0.950361061,-1.219776043,0.359663837,-0.644156654,-0.266143703,2.217167721
139,1117.902161,46215.87879,1272.40402,69196.1709,62.50154646,166.0667718,59.52369127,165.9252438,215.9342671,1762.409916,197.4057085,1288.006872,3,19,F,C,N,2,-1,1,47.83570847,-464.4431285,2.063691271,-16.82475622,-20.20598,5065.570898,58.85426712,224.7699161,3.481546461,-24.0632282,-11.36783876,3303.758788,0.588561913,-0.860568586,-0.606416851,1.145654228,0.853277499,-0.515134626,0.958021815,-0.353098005,-0.44190248,0.309834422,0.884742145,-0.350908159
140,1110.772871,34293.48375,1265.391539,71371.14102,64.70944967,209.170058,61.30434814,178.6425795,219.163603,3235.921267,199.726008,2075.283329,1,17,F,A,Y,4,1,1,50.15600802,322.8333285,3.844348136,-4.10742053,-27.21846062,7240.541024,62.08360301,1698.281267,5.689449673,19.04005797,-18.49712932,-8618.63625,0.709978209,0.130206226,-0.767296801,1.379762853,1.343606397,-0.242073263,1.112969774,1.636748458,-0.526688626,-0.728522245,1.45647773,0.66850427
141,1098.159461,26076.3346,1261.306872,73094.57933,63.53872367,143.5999885,61.25457783,187.9371603,185.5579752,1682.9906,189.6514966,1073.245077,2,20,F,A,N,4,1,1,40.0814966,-679.2049228,3.794577835,5.187160331,-31.30312804,8963.979328,28.47797518,145.3505999,4.518723672,-46.5300115,-31.11053906,-16835.7854,0.182800647,-1.130842864,-0.86100702,1.565269663,1.329901445,-0.042503873,-0.499474266,-0.460346751,-0.676695474,-1.444178082,1.153318737,-0.882257858
142,1116.004676,36988.97294,1260.60286,60680.36528,56.33564724,115.784803,54.11917868,104.8959061,186.6676893,3529.028292,175.6095372,5216.814464,1,18,F,A,Y,2,-1,1,26.03953721,3464.364464,-3.34082132,-77.85409394,-32.00714006,-3450.234722,29.58768934,1991.388292,-2.684352762,-74.34519698,-13.26532362,-5923.147061,-0.551984952,4.083772843,-0.877158425,0.229033113,-0.634931015,-1.825531283,-0.446228661,2.032563513,-0.4644686,-0.493764114,-0.711914802,-1.540099714
143,1173.513565,50928.36299,1350.84763,57741.66148,60.06838382,185.2912,55.60774143,144.9729163,234.9118812,1887.453408,218.0057495,1567.203809,3,20,F,C,Y,6,1,1,68.43574951,-185.2461909,-1.852258574,-37.77708372,58.23762985,-6388.93852,77.83188125,349.813408,1.048383824,-4.838799998,44.24356497,8016.24299,1.66651785,-0.509203711,1.193232193,-0.087281992,-0.225034338,-0.965014322,1.868593727,-0.184237853,0.219464392,0.720258618,0.254675728,0.103758359
144,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,2,30,F,A,Y,3,-1,1,32.0620742,-756.9362943,-6.499832531,-57.18019389,18.44670529,-2688.11513,39.5656058,-25.70350809,-3.229797019,-67.76310587,31.36493591,616.1732162,-0.236838516,-1.22866655,0.280350959,0.311065858,-1.504809159,-1.381629866,0.032525433,-0.691340161,0.066303385,0.075764641,-0.853157357,-1.38443025
145,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,3,21,F,X,Y,2,-1,1,21.96021045,756.2748562,0.42060218,-6.175312424,10.6902004,-12841.41474,22.66416888,730.9935162,-1.043530814,-10.40876688,15.99659668,-9559.864702,-0.765447366,0.675685446,0.102401644,-0.781811225,0.40082982,-0.286474181,-0.778428653,0.330512094,-0.11646687,-0.810496616,-0.287024666,-0.027973904
146,1152.449878,48561.00594,1308.150034,50411.26702,61.99413498,159.7024925,58.4301873,236.0074905,217.9456037,1958.105565,203.2342634,1269.589739,3,20,F,A,Y,6,1,1,53.66426344,-482.8602608,0.970187299,53.25749052,15.5400339,-13719.33298,60.86560373,420.465565,2.974134983,-30.42750748,23.17987783,5648.885939,0.893557686,-0.883746252,0.213666262,-0.876308263,0.552165808,0.989642343,1.0545285,-0.088828378,-0.031038633,0.514078486,0.753348161,-0.501426274
147,1087.000835,55304.17734,1242.088676,57197.69219,65.11803403,193.4470794,63.39741574,213.259814,218.0546209,1747.64189,206.789193,1652.985508,2,22,F,A,Y,4,-1,1,57.21919304,-99.46449163,5.937415739,30.509814,-50.5213241,-6932.907812,60.97462087,210.0018904,6.098034029,3.317079352,-42.26916505,12392.05734,1.079579522,-0.401248817,-1.301909832,-0.145833557,1.919961984,0.501213656,1.059759292,-0.373040914,-0.809401089,1.10136124,1.562280473,0.296648636
148,1186.581067,38621.02843,1358.866693,44481.05065,56.26175232,121.8475698,57.26179518,133.6425313,216.0494392,1802.301992,206.0622113,2413.975687,1,21,F,A,N,2,-1,1,56.49221131,661.5256874,-0.198204816,-49.1074687,66.25669274,-19649.54935,58.96943923,264.6619915,-2.75824768,-68.28243021,57.31106666,-4291.091567,1.041538129,0.556445135,1.377205099,-1.514622685,0.230432615,-1.208295655,0.963547931,-0.299227293,0.374871596,-0.351623571,-0.731049859,-1.396712508
149,1106.235886,38054.85585,1272.578752,56458.72649,62.27330839,206.9042223,59.75372878,177.3515652,181.4664632,1802.408102,166.5892189,756.6564416,1,21,F,X,Y,6,1,1,17.01921886,-995.7935584,2.293728778,-5.398434842,-20.03124814,-7671.873513,24.38646317,264.7681018,3.253308388,16.77422225,-23.03411381,-4857.264148,-1.023998852,-1.529264591,-0.602408162,-0.225374072,0.91662156,-0.269793387,-0.695790615,-0.299084,-0.580645388,-0.400933217,0.825639994,0.614916219
150,1107.734769,32154.67656,1276.223877,50830.07395,54.74469323,128.7606178,52.9876623,165.741893,190.3148242,2063.836455,164.4672327,2736.336093,3,18,F,A,Y,5,1,1,14.89723266,983.8860926,-4.472337698,-17.008107,-16.38612314,-13300.52605,33.23482418,526.1964554,-4.275306772,-61.3693822,-21.53523057,-10757.44344,-1.135037836,0.962130542,-0.518781902,-0.831228878,-0.946509956,-0.519071458,-0.271234137,0.053951817,-0.562819696,-0.914797293,-1.123891657,-1.233215761
151,1035.204489,38608.78243,1210.370592,82780.22342,59.87925596,206.2137474,59.37943839,149.2530875,200.6057834,2081.691442,194.9664312,2478.860461,4,22,F,C,Y,5,1,1,45.39643117,726.4104608,1.919438389,-33.49691248,-82.23940752,18649.62342,43.52578337,544.0514423,0.859255964,16.08374743,-94.06551142,-4303.337571,0.460919767,0.638101583,-2.029584382,2.607809416,0.81355544,-0.873112259,0.222540176,0.078063394,-1.425396826,-0.352690112,0.205701151,0.598586174
152,1332.17541,55024.66818,1325.757696,54964.32858,56.84545466,144.6762852,53.24689327,156.3375723,226.2475711,2843.773563,214.0007728,1987.651277,4,20,F,H,N,5,1,1,64.43077282,235.2012768,-4.213106731,-26.41242771,33.14769585,-9166.271422,69.16757113,1306.133563,-2.174545338,-45.45371478,202.9054096,12112.54818,1.456946015,0.019922692,0.617620287,-0.386227517,-0.875127065,-0.720997136,1.452868264,1.107187745,2.106373928,1.07701796,-0.579900389,-0.856802948
153,1107.386796,45860.07058,1305.661329,63504.46953,59.00581402,161.0846085,56.85358476,136.1408789,216.3111529,1571.16625,201.1069215,1486.832803,4,20,F,X,Y,6,1,1,51.53692148,-265.6171967,-0.606415242,-46.60912109,13.05132855,-626.1304723,59.23115292,33.52625018,-0.014185983,-29.04539147,-21.88320394,2947.95058,0.782238446,-0.610349335,0.156570518,0.533012995,0.118026136,-1.15465217,0.976105312,-0.611355623,-0.566958021,0.278846033,-0.020476265,-0.468738599
154,1098.138732,34984.44459,1238.79458,55058.77331,60.04346355,166.5703651,59.8923178,144.7499094,226.1446953,1337.766984,228.9150296,1903.519676,4,18,F,A,Y,5,1,1,79.34502956,151.0696756,2.432317798,-38.00009059,-53.81542015,-9071.826686,69.0646953,-199.8730155,1.023463551,-23.5596349,-31.13126833,-7927.675411,2.237377063,-0.08595558,-1.377482805,-0.37606171,0.954783995,-0.969802634,1.447932141,-0.926540642,-0.676941999,-0.668344421,0.248222635,-0.338997947
155,1128.696092,45470.98914,1290.652251,64124.72163,61.01262988,152.6352687,59.40683452,166.1585474,192.7134621,2623.477845,183.9075264,2905.316833,4,22,F,B,Y,3,-1,1,34.33752642,1152.866833,1.946834525,-16.59145259,-1.957749336,-5.878367984,35.63346206,1085.837845,1.992629877,-37.49473126,-0.57390838,2558.869144,-0.117768985,1.174790097,-0.187766933,0.59977546,0.821099351,-0.510125227,-0.156144208,0.809697906,-0.313534061,0.244959779,0.499187837,-0.668569348
156,1149.977584,34381.71416,1324.34427,51014.44993,58.22653796,174.7505065,59.04852912,174.4678778,187.8383797,1836.089684,177.3161441,2382.801701,1,22,F,C,Y,5,-1,1,27.7461441,630.3517006,1.588529118,-8.282122249,31.73427019,-13116.15007,30.75837968,298.4496842,-0.79346204,-15.37949345,20.70758433,-8530.405838,-0.462681876,0.517213172,0.585193552,-0.811383085,0.72243492,-0.331710728,-0.390057336,-0.253600009,-0.06044075,-0.720837997,-0.222269464,-0.145533861
157,1095.295846,43109.03611,1242.052131,44863.53301,61.61514985,190.4536872,57.34950072,246.5085279,149.5301222,3024.549227,161.3976129,1927.449819,4,19,F, ,Y,4,-1,1,11.82761293,174.9998186,-0.110499281,63.75852792,-50.55786878,-19267.06699,-7.549877797,1486.909227,2.595149855,0.323687214,-33.97415389,196.9161138,-1.295664449,-0.055839878,-1.302748238,-1.47345319,0.254583567,1.215116268,-2.228139985,1.351309255,-0.710751438,0.039250299,0.655210126,0.225853543
158,1249.162178,43782.25671,1263.595024,57260.5889,57.27860959,119.7492176,54.55748444,114.5433601,179.5196001,537.4566648,170.1261657,768.4198329,3,20,F,A,Y,6,1,1,20.55616566,-984.0301671,-2.90251556,-68.20663991,-29.0149758,-6870.011102,22.43960013,-1000.183335,-1.741390414,-70.38078244,119.8921778,870.1367121,-0.838918017,-1.514460552,-0.808512355,-0.139063504,-0.514237363,-1.618385147,-0.789203769,-2.007288787,1.119126748,0.097883074,-0.467735108,-1.446339498
159,1330.767615,67415.7047,1293.17305,51840.68375,61.51796246,193.6134772,57.61226193,158.3737286,221.5087086,1542.60367,201.4843797,1696.770898,1,19,F,C,Y,6,1,1,51.91437974,-55.67910247,0.152261926,-24.37627135,0.563049892,-12289.91625,64.42870864,4.963670342,2.497962463,3.48347723,201.4976151,24503.5847,0.801990027,-0.346145606,-0.129934894,-0.722449237,0.326938559,-0.677277631,1.225491153,-0.649926855,2.089631523,2.15619,0.630043492,0.300584021
160,1049.031321,41143.03395,1267.087493,69126.64344,63.3141606,160.2455636,61.94821898,228.7228431,176.40001,1860.995215,183.3833526,2693.144705,3,22,F,C,Y,2,-1,1,33.8133526,940.6947048,4.488218979,45.97284312,-25.52250733,4996.043445,19.32001005,323.3552148,4.294160598,-29.88443639,-80.23867897,-1769.086052,-0.145197876,0.907774872,-0.728388333,1.138170458,1.520905285,0.833229412,-0.938885973,-0.219967298,-1.260959169,-0.131974647,1.095168226,-0.488582395
161,1184.453003,43372.8001,1383.506992,37435.74509,55.72109856,117.6305537,51.96877843,127.1155555,165.7236538,1299.360416,168.9228845,1227.877708,2,19,F,A,Y,2,-1,1,19.35288454,-524.572292,-5.491221574,-55.63444451,90.89699217,-26694.85491,8.643653762,-238.279584,-3.298901442,-72.49944625,55.18300292,460.6800955,-0.901883136,-0.936240175,1.942501512,-2.272962662,-1.227073954,-1.348440176,-1.451152167,-0.978405308,0.349563282,0.062222285,-0.871051918,-1.496446866
162,1116.519726,36362.75681,1270.973179,47303.40429,63.29421077,255.7399469,58.82871746,262.8798827,183.391282,1687.9871,168.9528876,1365.677555,3,19,F,X,Y,5,1,1,19.38288759,-386.7724447,1.36871746,80.12988271,-21.63682061,-16827.19571,26.31128202,150.3470998,4.274210774,65.60994694,-12.75027382,-6549.363192,-0.900313141,-0.762821274,-0.639243119,-1.210831234,0.66190669,1.566635216,-0.603435171,-0.453599421,-0.458343294,-0.54830313,1.090002227,1.76990344
163,1096.090507,33675.11079,1283.579807,43807.40974,56.22619623,217.9164365,52.3816779,233.1801815,208.658689,1263.231435,191.1164536,2690.236718,3,19,F,B,Y,3,-1,1,41.54645364,937.7867178,-5.078322102,50.43018151,-9.030193435,-20323.19026,51.57868903,-274.4085649,-2.793803766,27.78643651,-33.17949349,-9237.00921,0.259458705,0.904115217,-0.350022562,-1.587131794,-1.11337628,0.928935535,0.608929616,-1.027194294,-0.701300821,-0.782378176,-0.740257092,0.875360122
164,1091.697393,42846.19836,1327.696597,70906.99192,63.95630904,115.5017553,57.79257786,134.9231325,190.4919427,2275.59567,167.6382619,2223.733529,2,21,F,C,Y,5,-1,1,18.06826194,471.2835288,0.332577858,-47.82686751,35.08659661,6776.391917,33.41194273,737.9556703,4.936309042,-74.62824469,-37.5726075,-65.92164056,-0.969104679,0.317028425,0.662102443,1.329802944,0.376591086,-1.180799117,-0.262735747,0.339913866,-0.753546581,0.016358982,1.261452288,-1.546793922
165,1109.787471,35444.21054,1345.479447,62655.46165,60.29243942,183.9405887,58.48598738,160.1995941,193.808804,1896.724358,176.0559766,1773.118777,2,20,F,C,Y,5,1,1,26.48597662,20.66877666,1.025987382,-22.55040587,52.86944735,-1475.138347,36.72880396,359.0843582,1.272439415,-6.189411309,-19.48252917,-7467.909464,-0.528623736,-0.250063023,1.070075641,0.441627801,0.567531146,-0.638073403,-0.103588203,-0.171718257,-0.53840764,-0.628302044,0.312694827,0.071815784
166,1324.58727,45597.57769,1324.418103,39742.00814,56.92277492,211.8299844,51.39770852,228.4492238,199.0911096,3112.723177,177.1907547,3320.650564,1,17,F,A,Y,5,-1,1,27.62075471,1568.200564,-6.062291484,45.69922383,31.80810325,-24388.59186,42.01110962,1575.083177,-2.097225077,21.69998437,195.3172697,2685.45769,-0.469243234,1.697480945,0.586887427,-2.024721978,-1.384326081,0.827354372,0.149864055,1.470380358,2.016130848,0.25598475,-0.559878341,0.731412746
167,1127.025444,35739.97283,1281.529257,51621.48372,52.68456747,189.9811001,54.42084001,275.1765824,196.202267,790.7668213,196.2476147,919.6892587,3,19,F,X,Y,2,-1,1,46.67761467,-832.7607413,-3.039159987,92.42658245,-11.08074301,-12509.11628,39.12226705,-746.8731787,-6.335432532,-0.148899883,-2.244556137,-7172.147167,0.52796135,-1.324090402,-0.397066159,-0.746043408,-0.551864327,1.830664859,0.011253433,-1.665215875,-0.333402487,-0.60254323,-1.657360335,0.214676642
168,1112.946702,35312.72242,1328.021825,42826.44692,60.31709764,185.0631986,55.84958364,172.2779053,208.326051,1928.269769,189.2015977,2553.19047,1,21,F,A,N,3,1,1,39.6315977,800.7404699,-1.610416362,-10.47209467,35.41182478,-21304.15308,51.24605102,390.6297695,1.297097637,-5.066801364,-16.32329846,-7599.39758,0.159258403,0.731644709,0.669563811,-1.692720305,-0.158439686,-0.378732909,0.592969189,-0.129118975,-0.50083602,-0.639753733,0.319080063,0.098366023
169,1085.385169,41401.45299,1242.683532,68086.4936,64.53703539,194.7844776,61.92083358,218.6985796,223.1598919,3552.330134,200.1444316,3096.850521,1,22,F,H,Y,5,-1,1,50.57443161,1344.400521,4.460833577,35.94857955,-49.92646752,3955.893604,66.07989189,2014.690134,5.517035393,4.654477595,-43.88483065,-1510.667014,0.731873417,1.415832176,-1.288262664,1.026211197,1.513364329,0.617992577,1.304717186,2.064030586,-0.828615632,-0.109468169,1.411831127,0.328278716
170,1086.365221,43888.19395,1270.883423,59425.78899,61.78921449,281.6100524,58.5404859,307.8593405,161.7233498,2174.897946,147.5366464,958.6665643,2,22,F,B,Y,7,1,1,-2.033353605,-793.7834357,1.080485903,125.1093405,-21.72657699,-4704.811013,4.643349822,637.2579464,2.769214488,91.48005243,-42.90477854,976.0739548,-2.02097908,-1.275038087,-0.641302305,0.093993497,0.582538079,2.532415499,-1.643092228,0.203930516,-0.816960217,0.107109462,0.700284088,2.381743265
171,1166.269642,37906.4522,1310.054712,47429.68015,55.92101064,214.4424214,52.81081503,226.7083107,219.4199979,1424.860578,212.3664636,1871.563362,2,21,F,A,N,5,1,1,62.79646359,119.113362,-4.649184973,43.95831066,17.44471168,-16700.91985,62.33999789,-112.7794216,-3.098989364,24.31242144,36.99964226,-5005.667804,1.371426121,-0.126172089,0.257363276,-1.1972392,-0.995207339,0.789974205,1.125271951,-0.808928464,0.133314966,-0.413858131,-0.819284771,0.793198077
172,1142.917267,32473.10049,1316.210256,65843.82119,53.36797865,170.4176488,51.39122275,235.4829527,184.408552,1849.999528,171.1727961,2450.845159,1,20,F,B,N,7,1,1,21.60279607,698.3951593,-6.068777246,52.73295274,23.60025647,1713.221186,27.32855197,312.359528,-5.652021347,-19.71235119,13.64726699,-10439.01951,-0.784150094,0.602844775,0.398583451,0.784815258,-1.386112027,0.978379685,-0.554625166,-0.234815998,-0.144406622,-0.88706481,-1.480391303,-0.248007928
173,1059.536183,36832.91617,1203.31556,66465.22036,62.27988217,190.7848212,55.92059016,201.6426067,197.6545688,1508.539526,174.9106163,1237.07881,2,19,F,B,Y,2,-1,1,25.34061633,-515.3711898,-1.539409837,18.89260669,-89.29443962,2334.620361,40.57456884,-29.10047417,3.259882166,0.65482117,-69.73381684,-6079.203833,-0.588557982,-0.924660735,-2.191440546,0.851701191,-0.138887041,0.251773794,0.080936862,-0.695927463,-1.136028537,-0.50735556,0.827342271,0.233685012
174,1113.408453,39360.81797,1304.562348,63854.93144,54.24138924,168.0388212,52.08637407,212.8712669,210.2717547,2306.357129,216.829421,1989.682577,2,24,F,C,Y,5,-1,1,67.25942102,237.2325769,-5.373625929,30.1212669,11.95234775,-275.6685637,53.19175472,768.7171292,-4.778610762,-22.09117883,-15.86154737,-3551.302031,1.604963105,0.022479051,0.13135776,0.570735883,-1.19469234,0.492870934,0.686326717,0.381454489,-0.495344577,-0.287193111,-1.254222009,-0.30426829
175,1318.992891,77947.50736,1366.76271,65970.90836,56.79265467,185.4066746,54.08875269,205.2661189,226.0085163,2152.096209,224.3919147,735.5728654,2,18,F,B,Y,4,-1,1,74.82191474,-1016.877135,-3.371247308,22.51611888,74.15271037,1840.308356,68.92851628,614.456209,-2.227345328,-4.723325441,189.7228907,35035.38736,2.000692171,-1.555797934,1.558355107,0.798494619,-0.643309239,0.329576346,1.441398085,0.173138791,1.949598866,3.073435862,-0.593572924,0.106489385
176,1089.21747,34736.83977,1279.255828,52881.99794,58.61087398,221.381425,52.92976184,264.1091824,187.7809129,2028.736778,182.4000833,1522.792811,2,20,F,B,Y,6,-1,1,32.83008329,-229.6571892,-4.530238162,81.35918241,-13.35417239,-11248.60206,30.70091291,491.0967783,-0.409126024,31.25142504,-40.05253048,-8175.280226,-0.196650249,-0.565094242,-0.449223053,-0.610364647,-0.962453663,1.59303023,-0.39281467,0.006552815,-0.783039434,-0.689909057,-0.122745818,0.957308685
177,1079.751059,34752.90659,1273.456301,58626.56076,60.97870012,244.8746127,58.27738895,261.7588049,193.0650318,2500.672824,173.8326758,1482.881758,2,21,F,C,Y,5,1,1,24.26267583,-269.5682417,0.817388948,79.0088049,-19.15369902,-5504.039238,35.98503176,963.0328236,1.958700121,54.74461267,-49.51894056,-8159.213408,-0.644964295,-0.615321662,-0.582275478,0.007966467,0.510090634,1.542563898,-0.139275412,0.64386061,-0.89562012,-0.68850975,0.490401741,1.512933316
178,1106.157058,33954.84392,1327.93571,51326.85385,51.917251,217.4557493,48.64360017,165.1467255,213.4303505,2484.945941,178.8882734,2523.509494,1,20,F,H,Y,4,-1,1,29.3182734,771.0594944,-8.816399832,-17.60327452,35.3257101,-12803.74615,56.35035045,947.3059405,-7.102748996,27.3257493,-23.11294241,-8957.276082,-0.380415724,0.694291677,0.667588172,-0.777756668,-2.142708529,-0.531850649,0.837880465,0.622622848,-0.581582868,-0.75801539,-1.856056603,0.864464659
179,1130.560322,44206.34282,1295.396262,62158.51754,55.00153334,187.6836295,51.04770958,130.343392,183.2641189,1430.780613,180.8492542,2133.922608,3,22,F,A,N,6,1,1,31.2792542,381.4726081,-6.412290418,-52.40660802,2.786262166,-1972.082458,26.18411886,-106.8593874,-4.01846666,-2.446370458,1.290321646,1294.222824,-0.277801807,0.20400282,-0.078930078,0.388137916,-1.480703207,-1.279133408,-0.609536634,-0.800933982,-0.291363429,0.134817988,-1.057383021,0.160340412
180,1116.234509,36486.30227,1353.839032,61929.32068,59.16331024,189.0575738,55.03104477,209.4761927,195.9156139,2225.939011,170.0659005,1515.746094,2,21,F,C,Y,5,1,1,20.49590053,-236.7039056,-2.428955225,26.72619265,61.22903182,-2201.279319,38.83561394,688.2990112,0.143310243,-1.072426233,-13.03549078,-6425.817728,-0.842071562,-0.573962421,1.261860775,0.36346771,-0.383835868,0.419973306,-0.002500576,0.27285695,-0.461735279,-0.53754319,0.020307315,0.192834821
181,1235.725482,42514.80667,1404.115399,65063.90554,49.38166397,86.03196209,46.5005097,99.40301329,215.9484462,2439.655525,209.3219834,1638.18556,3,18,F,A,N,4,-1,1,59.75198337,-114.2644395,-10.9594903,-83.34698671,111.5053992,933.3055414,58.86844624,902.0155246,-9.638336028,-104.0980379,106.4554818,-397.3133271,1.212115005,-0.419874314,2.415298469,0.700866988,-2.732838614,-1.943472401,0.958702149,0.561462156,0.959328847,-0.012502901,-2.512645772,-2.243768008
