voicefil,pHN,pHP,pLN,pLP,cond,ptype,plev,vgender,vsex,voice,form_bmean,form_bvar,form_smean,form_svar,form_rmean,form_rvar,intense_bmean,intense_bvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_bmean,pitch_bvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,pLNr,pLPr,newpster
f156_power.wav,3.064042553,3.602765957,4.212340426,3.893617021,NB,BATNA,-1,f,1,156,1351.778213,66824.61314,1149.977584,34381.71416,1324.34427,51014.44993,52.84828967,133.1354192,58.22653796,174.7505065,59.04852912,174.4678778,153.3777524,1814.897872,187.8383797,1836.089684,177.3161441,2382.801701,21.60178433,-8465.418238,-0.88736204,-18.16069345,30.80247968,322.0404842,3.787659574,4.106382979,3.640212766
f157_power.wav,3.73097561,4.390731707,3.650243902,4.146341463,NST,STATUS,-1,f,1,157,1248.938399,45951.45567,1095.295846,43109.03611,1242.052131,44863.53301,57.50546218,168.7012578,61.61514985,190.4536872,57.34950072,246.5085279,126.8280484,2255.342319,149.5301222,3024.549227,161.3976129,1927.449819,-33.07995389,261.9037138,2.501249855,-2.457512786,-7.505777797,1510.500027,4.349756098,3.853658537,4.081280488
f158_power.wav,3.73625,4.438125,3.458333333,4.652291667,SP,SENSE,1,f,1,158,1246.779919,48876.89756,1249.162178,43782.25671,1263.595024,57260.5889,51.52348488,114.7437549,57.27860959,119.7492176,54.55748444,114.5433601,162.0297253,598.0448106,179.5196001,537.4566648,170.1261657,768.4198329,120.7863778,935.1243121,-1.835290414,-73.16198244,22.48370013,-976.5925352,4.541666667,3.347708333,4.0159375
f159_power.wav,3.609787234,4.277021277,3.716595745,4.553191489,BP,BATNA,1,f,1,159,1311.581836,62422.35765,1330.767615,67415.7047,1293.17305,51840.68375,55.55024474,125.0862331,61.51796246,193.6134772,57.61226193,158.3737286,179.0644571,2104.747703,221.5087086,1542.60367,201.4843797,1696.770898,202.3918151,24568.5723,2.404062463,0.70227723,64.47280864,28.55447034,4.283404255,3.446808511,3.904255319
f160_power.wav,4.318958333,3.986041667,3.521041667,3.826458333,NS,SENSE,-1,f,1,160,1247.973748,77637.7813,1049.031321,41143.03395,1267.087493,69126.64344,62.06957209,134.4904715,63.3141606,160.2455636,61.94821898,228.7228431,174.188613,1354.267347,176.40001,1860.995215,183.3833526,2693.144705,-79.34447897,-1704.098452,4.200260598,-32.66563639,19.36411005,346.9460148,4.478958333,4.173541667,4.239375
f161_power.wav,3.195652174,3.68826087,4.065434783,4.231956522,NI,INFO,-1,f,1,161,1391.825593,41576.4639,1184.453003,43372.8001,1383.506992,37435.74509,49.61576909,98.18356188,55.72109856,117.6305537,51.96877843,127.1155555,145.1381055,1253.695004,165.7236538,1299.360416,168.9228845,1227.877708,56.07720292,525.6676955,-3.392801442,-75.28064625,8.687753762,-214.688784,3.934565217,3.768043478,3.646630435
f162_power.wav,4.37673913,4.41326087,3.383478261,4.326521739,SP,SENSE,1,f,1,162,1249.663483,45564.61098,1116.519726,36362.75681,1270.973179,47303.40429,57.77485577,215.017636,63.29421077,255.7399469,58.82871746,262.8798827,161.4209123,1428.350819,183.391282,1687.9871,168.9528876,1365.677555,-11.85607382,-6484.375592,4.180310774,62.82874694,26.35538202,173.9378998,4.616521739,3.673478261,4.27
f163_power.wav,3.049787234,3.326170213,4.148723404,3.858297872,NS,SENSE,-1,f,1,163,1295.707567,54609.32049,1096.090507,33675.11079,1283.579807,43807.40974,49.61987335,214.2240342,56.22619623,217.9164365,52.3816779,233.1801815,204.2836043,2566.039401,208.658689,1263.231435,191.1164536,2690.236718,-32.28529349,-9172.02161,-2.887703766,25.00523651,51.62278903,-250.8177649,3.851276596,4.141702128,3.592234043
f165_power.wav,4.23255814,4.279069767,3.364651163,4.341627907,IP,INFO,1,f,1,165,1321.144082,59674.94882,1109.787471,35444.21054,1345.479447,62655.46165,54.54007347,191.7471823,60.29243942,183.9405887,58.48598738,160.1995941,166.4179013,2584.35276,193.808804,1896.724358,176.0559766,1773.118777,-18.58832917,-7402.921864,1.178539415,-8.970611309,36.77290396,382.6751582,4.635348837,3.658372093,4.201337209
f166_power.wav,3.624255319,4.543695652,3.427173913,4.808297872,NB,BATNA,-1,f,1,166,1373.730121,57005.24062,1324.58727,45597.57769,1324.418103,39742.00814,49.31409079,139.5785972,56.92277492,211.8299844,51.39770852,228.4492238,168.0280748,2713.211936,199.0911096,3112.723177,177.1907547,3320.650564,196.2114697,2750.44529,-2.191125077,18.91878437,42.05520962,1598.673977,4.572826087,3.191702128,3.983119796
f167_power.wav,2.528695652,2.890869565,4.855434783,3.601521739,NS,SENSE,-1,f,1,167,1292.240974,49347.36081,1127.025444,35739.97283,1281.529257,51621.48372,42.93411351,153.4904982,52.68456747,189.9811001,54.42084001,275.1765824,178.7734686,665.1767402,196.202267,790.7668213,196.2476147,919.6892587,-1.350356137,-7107.159567,-6.429332532,-2.930099884,39.16636705,-723.2823787,3.144565217,4.398478261,3.240652174
f168_power.wav,3.622222222,4.044666667,3.881333333,4.436444444,BP,BATNA,1,f,1,168,1317.01164,51973.7263,1112.946702,35312.72242,1328.021825,42826.44692,54.80782787,178.5553905,60.31709764,185.0631986,55.84958364,172.2779053,168.8128773,2904.421977,208.326051,1928.269769,189.2015977,2553.19047,-15.42909846,-7534.40998,1.203197637,-7.848001364,51.29015102,414.2205695,4.118666667,3.563555556,3.837277778
f169_power.wav,4.234255319,4.454255319,3.503404255,4.560638298,NB,BATNA,-1,f,1,169,1214.761502,70451.18577,1085.385169,41401.45299,1242.683532,68086.4936,60.01168143,131.1122819,64.53703539,194.7844776,61.92083358,218.6985796,186.4694332,2092.865749,223.1598919,3552.330134,200.1444316,3096.850521,-42.99063065,-1445.679414,5.423135393,1.873277595,66.12399189,2038.280934,4.496595745,3.439361702,4.156117021
f170_power.wav,4.482340426,4.908085106,3.070638298,4.922340426,IP,INFO,1,f,1,170,1295.236079,61133.66319,1086.365221,43888.19395,1270.883423,59425.78899,51.27831098,239.5850436,61.78921449,281.6100524,58.5404859,307.8593405,132.6542613,567.8992915,161.7233498,2174.897946,147.5366464,958.6665643,-42.01057854,1041.061555,2.675314488,88.69885243,4.687449822,660.8487464,4.929361702,3.077659574,4.349361702
f171_power.wav,2.325333333,2.992444444,4.622222222,3.837111111,IP,INFO,1,f,1,171,1307.557178,50301.63502,1166.269642,37906.4522,1310.054712,47429.68015,46.50269572,214.167692,55.92101064,214.4424214,52.81081503,226.7083107,229.2168832,927.6481697,219.4199979,1424.860578,212.3664636,1871.563362,37.89384226,-4940.680204,-3.192889364,21.53122144,62.38409789,-89.18862163,3.377777778,4.162888889,3.214611111
f172_power.wav,2.53212766,3.347446809,4.794255319,3.992553191,BP,BATNA,1,f,1,172, , ,1142.917267,32473.10049, , , , ,53.36797865,170.4176488, , , , ,184.408552,1849.999528, , ,14.54146699,-10374.03191,-5.745921347,-22.49355119,27.37265197,335.950328,3.205744681,4.007446809,3.273191489
f173_power.wav,4.659361702,4.667446809,3.269574468,4.56787234,NI,INFO,-1,f,1,173,1230.968736,74374.91726,1059.536183,36832.91617,1203.31556,66465.22036,54.59670716,151.5348262,62.27988217,190.7848212,55.92059016,201.6426067,163.8527671,1607.962511,197.6545688,1508.539526,174.9106163,1237.07881,-68.83961684,-6014.216233,3.165982166,-2.12637883,40.61866884,-5.509674167,4.730425532,3.43212766,4.372340426
f174_power.wav,2.893829787,3.90787234,4.020638298,4.524255319,NI,INFO,-1,f,1,174,1276.251107,58894.61444,1113.408453,39360.81797,1304.562348,63854.93144,54.21417025,152.7096548,54.24138924,168.0388212,52.08637407,212.8712669,203.3687692,2111.579195,210.2717547,2306.357129,216.829421,1989.682577,-14.96734737,-3486.314431,-4.872510762,-24.87237883,53.23585472,792.3079292,3.979361702,3.475744681,3.564202128
f175_power.wav,3.53,4.075909091,3.689090909,4.499545455,NI,INFO,-1,f,1,175,1254.940814,90939.03075,1318.992891,77947.50736,1366.76271,65970.90836,50.07710167,191.3631243,56.79265467,185.4066746,54.08875269,205.2661189,211.9328456,1462.190365,226.0085163,2152.096209,224.3919147,735.5728654,190.6170907,35100.37496,-2.321245328,-7.504525441,68.97261628,638.047009,4.310909091,3.500454545,3.854318182
f176_power.wav,4.29,4.507391304,3.289565217,4.66673913,NI,INFO,-1,f,1,176,1293.064784,58396.83801,1089.21747,34736.83977,1279.255828,52881.99794,54.67443175,180.9246578,58.61087398,221.381425,52.92976184,264.1091824,175.7342679,1053.275665,187.7809129,2028.736778,182.4000833,1522.792811,-39.15833048,-8110.292626,-0.503026024,28.47022504,30.74501291,514.6875783,4.710434783,3.33326087,4.210271739
f177_power.wav,4.442391304,4.507173913,3.318043478,4.550869565,IP,INFO,1,f,1,177,1223.386283,56797.69802,1079.751059,34752.90659,1273.456301,58626.56076,60.34321172,207.9549557,60.97870012,244.8746127,58.27738895,261.7588049,160.6187305,1802.715342,193.0650318,2500.672824,173.8326758,1482.881758,-48.62474056,-8094.225808,1.864800121,51.96341267,36.02913176,986.6236236,4.681956522,3.449130435,4.270163043
f178_power.wav,3.480888889,4.185777778,3.755555556,4.340666667,NB,BATNA,-1,f,1,178,1314.731852,59090.5048,1106.157058,33954.84392,1327.93571,51326.85385,51.10274259,108.8227625,51.917251,217.4557493,48.64360017,165.1467255,177.2782219,2398.457685,213.4303505,2484.945941,178.8882734,2523.509494,-22.21874241,-8892.288482,-7.196648996,24.5445493,56.39445045,970.8967405,4.244444444,3.659333333,3.892611111
f179_power.wav,3.52173913,3.805217391,4.058043478,4.086086957,SP,SENSE,1,f,1,179,1278.516139,59469.25173,1130.560322,44206.34282,1295.396262,62158.51754,49.64172732,117.1230652,55.00153334,187.6836295,51.04770958,130.343392,161.3433207,2195.972147,183.2641189,1430.780613,180.8492542,2133.922608,2.184521646,1359.210424,-4.11236666,-5.227570458,26.22821886,-83.26858742,3.941956522,3.913913043,3.795706522
f180_power.wav,3.923863636,4.414666667,3.377555556,4.511777778,IP,INFO,1,f,1,180,1351.936693,60321.58067,1116.234509,36486.30227,1353.839032,61929.32068,56.7233055,136.3063283,59.16331024,189.0575738,55.03104477,209.4761927,169.39637,1610.674866,195.9156139,2225.939011,170.0659005,1515.746094,-12.14129078,-6360.830128,0.049410243,-3.853626233,38.87971394,711.8898112,4.622444444,3.488222222,4.112299242
